estilo_link,nome,estilo_texto,qnt,Field4,Page_URL,Page_Title,Current_Time
Não Informada,"Robin Zander
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robin-zander,Robin Zander - cifras e tablaturas | CIFRAS,2021-07-26 15:59:43.635
Gospel,"Diego Leão
			","
			Gospel 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-leao,Diego Leão - cifras e tablaturas | CIFRAS,2021-07-26 15:59:44.435
Sertanejo,"Roby e Roger
			","
			Sertanejo 
			
			
				6 músicas
			
			","
				6 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roby-e-roger,Roby e Roger - cifras e tablaturas | CIFRAS,2021-07-26 15:59:46.006
Samba e Pagode,"Ana Cigarra
			","
			Samba e Pagode 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-cigarra,Ana Cigarra - cifras e tablaturas | CIFRAS,2021-07-26 15:59:47.756
Samba e Pagode,"Ana Cigarra
			","
			Samba e Pagode 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-cigarra,Ana Cigarra - cifras e tablaturas | CIFRAS,2021-07-26 15:59:48.057
Pop Music,"Rocazino
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rocazino,Rocazino - cifras e tablaturas | CIFRAS,2021-07-26 15:59:50.365
Não Informada,"Confession
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/confession,Confession - cifras e tablaturas | CIFRAS,2021-07-26 15:59:50.189
Pop Music,"Rocazino
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rocazino,Rocazino - cifras e tablaturas | CIFRAS,2021-07-26 15:59:50.910
Pop Music,"Rocazino
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rocazino,Rocazino - cifras e tablaturas | CIFRAS,2021-07-26 15:59:51.362
Pop Music,"Rocazino
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rocazino,Rocazino - cifras e tablaturas | CIFRAS,2021-07-26 15:59:51.435
Gospel,"Ana Fabiana
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-fabiana,Ana Fabiana - cifras e tablaturas | CIFRAS,2021-07-26 15:59:52.780
Gospel,"Ana Fabiana
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-fabiana,Ana Fabiana - cifras e tablaturas | CIFRAS,2021-07-26 15:59:52.363
Diversos,,"
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/isabella-moner,Isabella Moner - cifras e tablaturas | CIFRAS,2021-07-26 15:59:54.600
Não Informada,"Congreso
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/congreso,Congreso - cifras e tablaturas | CIFRAS,2021-07-26 15:59:54.268
Gospel,"Victor Phillipe
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-phillipe,Victor Phillipe - cifras e tablaturas | CIFRAS,2021-07-26 15:59:55.506
Gospel,"Isac Santos
			","
			Gospel 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/isac-santos,Isac Santos - cifras e tablaturas | CIFRAS,2021-07-26 15:59:58.559
Gospel,"Isac Santos
			","
			Gospel 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/isac-santos,Isac Santos - cifras e tablaturas | CIFRAS,2021-07-26 15:59:58.243
Não Informada,"Connan Mockasin
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/connan-mockasin,Connan Mockasin - cifras e tablaturas | CIFRAS,2021-07-26 15:59:58.889
Não Informada,"Victor Rocha
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-rocha,Victor Rocha - cifras e tablaturas | CIFRAS,2021-07-26 15:59:59.808
Não Informada,"Flatsound
			","
			Não Informada 
			
			
				14 músicas
			
			","
				14 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flatsound,Flatsound - cifras e tablaturas | CIFRAS,2021-07-26 16:00:01.572
Não Informada,"Flatsound
			","
			Não Informada 
			
			
				14 músicas
			
			","
				14 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/flatsound,Flatsound - cifras e tablaturas | CIFRAS,2021-07-26 16:00:01.796
,"Kitaro
			","
			
			
				4 músicas
			
			","
				4 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/672/67137,31259.jpg",https://www.cifras.com.br/kitaro,Kitaro - cifras e tablaturas | CIFRAS,2021-07-26 16:00:02.774
,"Simplus
			","
			Não Informada 
			
			
				54 músicas
			
			","
				54 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/simplus,Simplus - cifras e tablaturas | CIFRAS,2021-07-26 16:00:02.080
,,,,,https://www.cifras.com.br/kitty-kallen,Kitty Kallen - cifras e tablaturas | CIFRAS,2021-07-26 16:00:04.074
Não Informada,,,,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/5/426,55235.jpg",https://www.cifras.com.br/simply-red,Simply Red - cifras e tablaturas | CIFRAS,2021-07-26 16:00:03.653
Latinas,"Sin Bandera
			","
			Latinas 
			
			
				72 músicas
			
			","
				72 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/52/5115,33137.jpg",https://www.cifras.com.br/sin-bandera,Sin Bandera - cifras e tablaturas | CIFRAS,2021-07-26 16:00:05.525
Pop Music,"Clouseau
			","
			Pop Music 
			
			
				10 músicas
			
			","
				10 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/53/5269,180037.png",https://www.cifras.com.br/clouseau,Clouseau - cifras e tablaturas | CIFRAS,2021-07-26 16:00:06.155
,"Robyn Ottolini
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robyn-ottolini,Robyn Ottolini - cifras e tablaturas | CIFRAS,2021-07-26 16:00:06.778
Diversos,"Andrew McGreggor
			","
			Diversos 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andrew-mcgreggor,Andrew McGreggor - cifras e tablaturas | CIFRAS,2021-07-26 16:00:08.658
Não Informada,"Victor Suzano
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-suzano,Victor Suzano - cifras e tablaturas | CIFRAS,2021-07-26 16:00:08.930
Não Informada,"Clubfeet
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/clubfeet,Clubfeet - cifras e tablaturas | CIFRAS,2021-07-26 16:00:11.017
Não Informada,"Simvick
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/simvick,Simvick - cifras e tablaturas | CIFRAS,2021-07-26 16:00:11.743
Pop Music,"Annett Louisan
			","
			Pop Music 
			
			
				6 músicas
			
			","
				6 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/194/19353,139424.jpg",https://www.cifras.com.br/annett-louisan,Annett Louisan - cifras e tablaturas | CIFRAS,2021-07-26 16:00:13.406
Gospel,"Andrew Peterson
			","
			Gospel 
			
			
				22 músicas
			
			","
				22 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/552/55162,81637.jpg",https://www.cifras.com.br/andrew-peterson,Andrew Peterson - cifras e tablaturas | CIFRAS,2021-07-26 16:00:13.217
,"Dorfrocker
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dorfrocker,Dorfrocker - cifras e tablaturas | CIFRAS,2021-07-26 16:00:14.370
Pop Music,"Annett Louisan
			",,"
				7 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/crystals,Crystals - cifras e tablaturas | CIFRAS,2021-07-26 16:00:14.828
,,,,,https://www.cifras.com.br/dixia-barrientos,https://www.cifras.com.br/dixia-barrientos,2021-07-26 16:00:14.903
Pop Music,"Crystals
			","
			Pop Music 
			
			
				7 músicas
			
			","
				7 músicas
			",,https://www.cifras.com.br/robby-hunter-band,Robby Hunter Band - cifras e tablaturas | CIFRAS,2021-07-26 16:00:15.590
,"Dori Caymmi
			","
			Não Informada 
			
			
				6 músicas
			
			","
				6 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/116/11575,48640.jpg",https://www.cifras.com.br/dori-caymmi,Dori Caymmi - cifras e tablaturas | CIFRAS,2021-07-26 16:00:17.706
Não Informada,"Nivaldo Maciel
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nivaldo-maciel,Nivaldo Maciel - cifras e tablaturas | CIFRAS,2021-07-26 16:00:17.264
Não Informada,"Robby Longo
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robby-longo,Robby Longo - cifras e tablaturas | CIFRAS,2021-07-26 16:00:18.974
Não Informada,"Robby Longo
			",,,,https://www.cifras.com.br/cuecas-chilenas,Cuecas Chilenas - cifras e tablaturas | CIFRAS,2021-07-26 16:00:19.807
Pop Music,"Nizamba
			","
			Pop Music 
			
			
				8 músicas
			
			","
				8 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nizamba,Nizamba - cifras e tablaturas | CIFRAS,2021-07-26 16:00:19.043
Não Informada,"Antestor
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/104/10346,31914.jpg",https://www.cifras.com.br/antestor,Antestor - cifras e tablaturas | CIFRAS,2021-07-26 16:00:21.596
Não Informada,"Antestor
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/104/10346,31914.jpg",https://www.cifras.com.br/antestor,Antestor - cifras e tablaturas | CIFRAS,2021-07-26 16:00:22.415
Não Informada,"Robert Dandan
			","
			Não Informada 
			
			
				31 músicas
			
			","
				31 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robert-dandan,Robert Dandan - cifras e tablaturas | CIFRAS,2021-07-26 16:00:22.514
,"No Feelings
			","
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/no-feelings,No Feelings - cifras e tablaturas | CIFRAS,2021-07-26 16:00:22.995
Não Informada,"Robert Dandan
			","
			Não Informada 
			
			
				31 músicas
			
			","
				31 músicas
			",,https://www.cifras.com.br/cuerdas-y-sonidos,Cuerdas Y Sonidos - cifras e tablaturas | CIFRAS,2021-07-26 16:00:23.358
Gospel,"William J. Gaither
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/william-j-gaither,William J. Gaither - cifras e tablaturas | CIFRAS,2021-07-26 16:00:23.839
,"No Feelings
			","
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/no-feelings,No Feelings - cifras e tablaturas | CIFRAS,2021-07-26 16:00:23.234
Não Informada,"Robert Jon & The Wreck
			","
			Não Informada 
			
			
				9 músicas
			
			","
				9 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robert-jon-the-wreck,Robert Jon & The Wreck - cifras e tablaturas | CIFRAS,2021-07-26 16:00:24.603
,,,,,https://www.cifras.com.br/liz-lee,Liz Lee - cifras e tablaturas | CIFRAS,2021-07-26 16:00:24.109
Heavy Metal,"Anthares
			","
			Heavy Metal 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anthares,Anthares - cifras e tablaturas | CIFRAS,2021-07-26 16:00:24.882
,"Wolle Kriwanek
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wolle-kriwanek,Wolle Kriwanek - cifras e tablaturas | CIFRAS,2021-07-26 16:00:25.938
Não Informada,"Liz Stringer
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/liz-stringer,Liz Stringer - cifras e tablaturas | CIFRAS,2021-07-26 16:00:27.643
Não Informada,"William Leite
			","
			Não Informada 
			
			
				11 músicas
			
			","
				11 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/william-leite,William Leite - cifras e tablaturas | CIFRAS,2021-07-26 16:00:29.339
Australiano,"Women In Docs
			","
			Australiano 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/women-in-docs,Women In Docs - cifras e tablaturas | CIFRAS,2021-07-26 16:00:29.110
Não Informada,"Conexão do Forró
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/conexao-do-forro,Conexão do Forró - cifras e tablaturas | CIFRAS,2021-07-26 16:00:30.425
Não Informada,"Woodlock
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/woodlock,Woodlock - cifras e tablaturas | CIFRAS,2021-07-26 16:00:32.034
Não Informada,"Victor Meira
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victor-meira,Victor Meira - cifras e tablaturas | CIFRAS,2021-07-26 16:00:33.150
Punk Rock,"Animales Muertos
			","
			Punk Rock 
			
			
				13 músicas
			
			","
				13 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/animales-muertos,Animales Muertos - cifras e tablaturas | CIFRAS,2021-07-26 16:00:42.604
Latinas,"Conchita
			","
			Latinas 
			
			
				13 músicas
			
			","
				13 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/292/29173,132177.jpg",https://www.cifras.com.br/conchita,Conchita - cifras e tablaturas | CIFRAS,2021-07-26 16:01:17.558
Não Informada,"ConeCrewDiretoria
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/conecrewdiretoria,ConeCrewDiretoria - cifras e tablaturas | CIFRAS,2021-07-26 16:01:21.789
Gospel,"Conexão Baixada
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/conexao-baixada,Conexão Baixada - cifras e tablaturas | CIFRAS,2021-07-26 16:01:25.587
Pop Rock,"Nico Nicolaiewsky
			","
			Pop Rock 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nico-nicolaiewsky,Nico Nicolaiewsky - cifras e tablaturas | CIFRAS,2021-07-26 16:01:29.273
Não Informada,"Kishidan
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kishidan,Kishidan - cifras e tablaturas | CIFRAS,2021-07-26 16:01:28.878
Rock'n Roll,"Wreckless Eric
			","
			Rock'n Roll 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/483/48285,109523.jpg",https://www.cifras.com.br/wreckless-eric,Wreckless Eric - cifras e tablaturas | CIFRAS,2021-07-26 16:01:31.551
Latinas,"Andrés lewin
			","
			Latinas 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andres-lewin,Andrés lewin - cifras e tablaturas | CIFRAS,2021-07-26 16:01:31.260
Não Informada,"Diego Santtos
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-santtos,Diego Santtos - cifras e tablaturas | CIFRAS,2021-07-26 16:01:31.144
Latinas,,,,,https://www.cifras.com.br/niobio,NióBio - cifras e tablaturas | CIFRAS,2021-07-26 16:01:32.311
Não Informada,"Hot Machine
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hot-machine,Hot Machine - cifras e tablaturas | CIFRAS,2021-07-26 16:01:33.361
Não Informada,"Hot Machine
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hot-machine,Hot Machine - cifras e tablaturas | CIFRAS,2021-07-26 16:01:33.919
Não Informada,"Nirwana Band
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hyldon,Hyldon - cifras e tablaturas | CIFRAS,2021-07-26 16:01:35.464
