artista,estilo_musical,qnt_musicas,thumbnail,link_cifras,pais
Pequeninos do Senhor,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/pequeninos-do-senhor,Brasil
Androla,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/androla,Brasil
Peter Sommer,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-sommer,desconhecido
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
,,,,https://www.cifras.com.br/kotaro-oshio,Japão
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
,Não Informada,8,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/noal,Brasil
Peter Styles,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-styles,USA
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
Peter Styles,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-styles,USA
Nobleza de Aguililla,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nobleza-de-aguililla,desconhecido
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
Anita Bryant,Oldies,11,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/17/1633,87325.jpg",https://www.cifras.com.br/anita-bryant,USA
Kotiteollisuus,Heavy Metal,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kotiteollisuus,Finlândia
Nobleza de Aguililla,Não Informada,,,https://www.cifras.com.br/oscar-medina,desconhecido
Dois Quartos,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dois-quartos,Brasil
Kula Shaker,Rock Alternativo,9,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/38/3779,65513.jpg",https://www.cifras.com.br/kula-shaker,Inglaterra
Oskão,Punk Rock,4,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/212/21191,167597.jpg",https://www.cifras.com.br/oskao,Brasil
Kurt Kaiser,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurt-kaiser,USA
Kuri Lafken,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kuri-lafken,desconhecido
Kim Heechul,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kim-heechul,desconhecido
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
Kurt Kaiser,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurt-kaiser,USA
Diesel,Pop Music,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diesel,Brasil
Diesel,Pop Music,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diesel,Brasil
Kovic,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kovic,desconhecido
Domingo Quiñones,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/domingo-quinones,desconhecido
,Não Informada,,,https://www.cifras.com.br/krishna-das,desconhecido
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
Kids These Days,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kids-these-days,desconhecido
Kids These Days,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kids-these-days,desconhecido
Digeordani,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/digeordani,Brasil
Kwabs,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kwabs,desconhecido
Ana Paula Campos Badaró,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-paula-campos-badaro,Brasil
Ana Paula Campos Badaró,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ana-paula-campos-badaro,Brasil
Four Tops,Não Informada,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/four-tops,desconhecido
Diego Jiménez,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diego-jimenez,Brasil
Young Summer,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/young-summer,desconhecido
Four Tops,Não Informada,7,,https://www.cifras.com.br/kim-weston,desconhecido
Kike Bunbury,Diversos,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kike-bunbury,Espanha
Kuripana Casapalma,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kuripana-casapalma,desconhecido
Islândia Lis,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/islandia-lis,Brasil
Loose Buttons,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/loose-buttons,USA
Kuripana Casapalma,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kuripana-casapalma,desconhecido
Loose Buttons,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/loose-buttons,USA
Loose Buttons,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/loose-buttons,USA
Clã Brasil,Não Informada,2,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/368/36756,74655.jpg",https://www.cifras.com.br/cla-brasil,Brasil
Nicola Ciccone,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nicola-ciccone,desconhecido
,,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/derik-neske,Brasil
Nicola Ciccone,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nicola-ciccone,desconhecido
Hermes e Renato,Besteirol,19,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/170/16973,51791.jpg",https://www.cifras.com.br/hermes-e-renato,Brasil
Hermes e Renato,Besteirol,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hermes-prada,Brasil
Nic & Rachael Billman,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nic-rachael-billman,desconhecido
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Nic & Rachael Billman,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nic-rachael-billman,desconhecido
André Vieira Soul,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-vieira-soul,Brasil
Fuzzy Box,Punk Rock,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fuzzy-box,Brasil
Hermeto Pascal,Regional,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/hermeto-pascal,Brasil
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Hermeto Pascal,Regional,3,,https://www.cifras.com.br/herrerias,Brasil
Sinhala,Não Informada,17,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/sinhala,desconhecido
Francisco Alves e Dalva de Oliveira,Brasil,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/francisco-alves-e-dalva-de-oliveira,Brasil
,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/philip-p-bliss,USA
Francisco Alves e Dalva de Oliveira,Brasil,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/francisco-alves-e-dalva-de-oliveira,Brasil
Duane Stephenson,Reggae,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/duane-stephenson,USA
Francisco Cespedes,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/francisco-cespedes,desconhecido
,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/francisco-dos-santos,Brasil
Fuzzy Box,Punk Rock,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fuzzy-box,Brasil
Duca Leindecker,Rock Alternativo,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/duca-leindecker,Brasil
Antonio Alberto,Gospel,15,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/antonio-alberto,Brasil
,,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ducktails,desconhecido
Dudu Martins,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dudu-martins,Brasil
Dudu Martins,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dudu-martins,Brasil
Nicoleti,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nicoleti,Brasil
Dudu Martins,Não Informada,,,https://www.cifras.com.br/roger-clyne-and-the-peacemakers,USA
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Antonio Carlos e Jocafi,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/antonio-carlos-e-jocafi,Brasil
Antonio Carlos e Jocafi,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/antonio-carlos-e-jocafi,Brasil
Nicolle Galyon,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nicolle-galyon,desconhecido
Victoria Rodrigues,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/victoria-rodrigues,Brasil
Nicolle Galyon,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nicolle-galyon,desconhecido
Roger Mamprim,Gospel,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roger-mamprim,Brasil
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nighthawks,desconhecido
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Dias de Sangue,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dias-de-sangue,Brasil
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Fuzzy Box,Punk Rock,9,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fuzzy-box,Brasil
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Cupim da Sanfona,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cupim-da-sanfona,Brasil
Cusm,Gospel,14,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/169/16833,154100.jpg",https://www.cifras.com.br/cusm,Brasil
Cusm,Gospel,8,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cuti-y-roberto-carabajal,desconhecido
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
cvmel,Pop Music,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cvmel,USA
Los Abandoned,Latinas,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-abandoned,México
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Kyshera,Rock'n Roll,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kyshera,Irlanda
,,,,https://www.cifras.com.br/simon-garfunkel,USA
WOS,Não Informada,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wos,desconhecido
Los Alegres de la Sierra,Latinas,60,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-alegres-de-la-sierra,México
Los Alegres de la Sierra,Latinas,60,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/los-alegres-de-la-sierra,México
Donovan,Rock Clássico,30,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/donovan,Inglaterra
Doidynvanos,NuMetal,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doidynvanos,Brasil
Robson Flores,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robson-flores,Brasil
,,,,https://www.cifras.com.br/nico-rezende,Brasil
Robson Flores,Não Informada,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robson-flores,Brasil
Dois ou Um,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dois-ou-um,Brasil
,,,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/362/36123,196880.jpg",https://www.cifras.com.br/dom,Brasil
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Kurti Ostbahn,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kurti-ostbahn,desconhecido
Hot Leg,Não Informada,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/758/75716,80021.jpg",https://www.cifras.com.br/hot-leg,desconhecido
,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kvelertak,Noruega
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Dominic Balli,Reggae,11,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/733/73236,39398.jpg",https://www.cifras.com.br/dominic-balli,USA
Doef,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doef,desconhecido
Ivonil Machado da Silva,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ivonil-machado-da-silva,Brasil
Doef,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doef,desconhecido
Dominic Buxton,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dominic-buxton,desconhecido
Yuri Carvalho,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-carvalho,Brasil
Dominic Buxton,Não Informada,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kxm,desconhecido
Kronnos,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kronnos,desconhecido
Crazy Frog,Dance Music,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/272/27191,68360.jpg",https://www.cifras.com.br/crazy-frog,USA
Clouds,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/clouds,desconhecido
Cristina Mel,Gospel,137,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/169/16828,60717.gif",https://www.cifras.com.br/cristina-mel,Brasil
Futures,Pop Music,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/futures,desconhecido
Dog Is Dead,Pop Music,7,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dog-is-dead,Inglaterra
,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dewald-wasserfall,desconhecido
Dog Is Dead,Pop Music,,,https://www.cifras.com.br/kunto-aji,desconhecido
,Pop Music,0,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/futuristic,desconhecido
Cristina Mel,Gospel,137,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/169/16828,60717.gif",https://www.cifras.com.br/cristina-mel,Brasil
,,,,https://www.cifras.com.br/willian-tressmann,Brasil
Kunz,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kunz,desconhecido
Dewi Lestari,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dewi-lestari,desconhecido
Robert Miles,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robert-miles,desconhecido
Rick Nelson,Rock Clássico,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/440/43950,169225.jpg",https://www.cifras.com.br/rick-nelson,USA
Rick Nelson,Rock Clássico,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/440/43950,169225.jpg",https://www.cifras.com.br/rick-nelson,USA
,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yukon-blonde,desconhecido
Current 93,Oldies,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/current-93,USA
Divine Fits,Rock'n Roll,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/divine-fits,Canadá
DNCE,Pop Music,8,https://www.cifras.com.br/arquivos/artistas/dnce.jpg,https://www.cifras.com.br/dnce,USA
Anne Linnet,Romântica,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anne-linnet,USA
Anne Linnet,Romântica,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anne-linnet,USA
Divine Fits,Rock'n Roll,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/divine-fits,Canadá
Crecer Germán,Latinas,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/crecer-german,México
Robert Rodriguês,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/robert-rodrigues,Brasil
,,,,https://www.cifras.com.br/anne-mattila,desconhecido
Crecer Germán,Latinas,,,https://www.cifras.com.br/rick-e-victor,Brasil
Peter Bellamy,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-bellamy,desconhecido
,,,,https://www.cifras.com.br/you-me-and-everyone-we-know,USA
Nubeluz,Diversos,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/nubeluz,Peru
,,,,https://www.cifras.com.br/nueva-vulcano,desconhecido
Doce Encontro,Samba e Pagode,33,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/715/71496,19507.jpg",https://www.cifras.com.br/doce-encontro,Brasil
Furo Mtv,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/furo-mtv,Brasil
Dogs D'amour,Não Informada,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/282/28131,211021.jpg",https://www.cifras.com.br/dogs-damour,desconhecido
Dogs D'amour,Não Informada,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/282/28131,211021.jpg",https://www.cifras.com.br/dogs-damour,desconhecido
Young And Sick,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/young-and-sick,desconhecido
Cuervo Sierra,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cuervo-sierra,desconhecido
Cuervo Sierra,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cuervo-sierra,desconhecido
Kristin Diable,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kristin-diable,desconhecido
Dom Capaz,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dom-capaz,desconhecido
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/young-boys,USA
André Ramos,Brasil,17,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/andre-ramos,Brasil
,,,,https://www.cifras.com.br/kutxi-romero,desconhecido
,,,,https://www.cifras.com.br/dominguinhos,Brasil
Culpados Inocentes,Rock'n Roll,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/culpados-inocentes,Brasil
Diney,Samba e Pagode,3,https://www.cifras.com.br/arquivos/artistas/diney.jpg,https://www.cifras.com.br/diney,Brasil
,,12,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/lone-star,Espanha
,,,,https://www.cifras.com.br/queens-of-the-stone-age,Inglaterra
Dominick Butler,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dominick-butler,desconhecido
Dominick Butler,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dominick-butler,desconhecido
Yute Lions,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yute-lions,Brasil
Dingo,Não Informada,15,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dingo,desconhecido
Quem Sabe Samba,Samba e Pagode,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/322/32138,28864.jpg",https://www.cifras.com.br/quem-sabe-samba,Brasil
Fughetti Luz,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fughetti-luz,Brasil
Cumbia de Barrio,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cumbia-de-barrio,desconhecido
Cumbia de Barrio,Não Informada,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wooden-wand,desconhecido
,Samba e Pagode,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/quercia,desconhecido
Dinizinho,Gospel,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dinizinho,Brasil
Rita Moss,Jazz,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rita-moss,USA
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ritt-momney,desconhecido
Dodô e Fábio Lemos,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dodo-e-fabio-lemos,Brasil
Looney Tunes,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/looney-tunes,desconhecido
Unidade 2,Católicas,3,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/unidade-2,Brasil
Looney Tunes,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/looney-tunes,desconhecido
Doc Watson,Country,35,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doc-watson,USA
Unidade Planta de Zaire,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/unidade-planta-de-zaire,Brasil
Doc Watson,Country,35,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doc-watson,USA
,,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/combinacao-perfeita,Brasil
Unidos do Viradouro (RJ),Samba Enredo,12,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/unidos-do-viradouro-(rj),Brasil
Doc Watson,Country,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kristin-amparo,desconhecido
Curumin,Diversos,11,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/404/40358,11428.jpg",https://www.cifras.com.br/curumin,Brasil
,,,,https://www.cifras.com.br/kumar-sanu,desconhecido
Comida Dos Astros,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/comida-dos-astros,Brasil
,Samba Enredo,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/united-grace,desconhecido
Rival Schools,Rock Alternativo,4,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rival-schools,USA
Kristy Lee Cook,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/kristy-lee-cook,desconhecido
Yudi e Leandro,Sertanejo,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/413/41298,169246.jpg",https://www.cifras.com.br/yudi-e-leandro,Brasil
Roberta Spitaletti,Não Informada,10,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roberta-spitaletti,Brasil
Yudi e Leandro,Sertanejo,1,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/413/41298,169246.jpg",https://www.cifras.com.br/yudi-e-leandro,Brasil
,,19,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wrinkle-neck-mules,USA
Comida Dos Astros,Não Informada,1,,https://www.cifras.com.br/kim-hill,USA
Robert Wyatt,Rock'n Roll,4,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/607/60631,192271.jpg",https://www.cifras.com.br/robert-wyatt,USA
Frei Gilson,Não Informada,39,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/frei-gilson,Brasil
Forrozão Morro do Fogo,Forró,6,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forrozao-morro-do-fogo,Brasil
River Whyless,Rock Alternativo,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/river-whyless,USA
Anna Waronker,Punk Rock,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anna-waronker,USA
Forrozão Tropykália,Forró,15,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/252/25156,186432.jpg",https://www.cifras.com.br/forrozao-tropykalia,Brasil
Rivers and Rust,Não Informada,1,,https://www.cifras.com.br/rivers-cuomo,desconhecido
Rivers and Rust,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rivers-and-rust,desconhecido
Forrozão Tropykália,Forró,15,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/252/25156,186432.jpg",https://www.cifras.com.br/forrozao-tropykalia,Brasil
Cuscobayo,Não Informada,11,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cuscobayo,desconhecido
Ks Rhoads,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ks-rhoads,USA
Fusebox,Gospel,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fusebox,USA
Cuscobayo,Não Informada,,,https://www.cifras.com.br/custard,Austrália
Ks Rhoads,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/ks-rhoads,USA
Wilson Me Ajuda,Não Informada,2,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/wilson-me-ajuda,desconhecido
Yuksek Sadakat,Não Informada,5,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuksek-sadakat,desconhecido
Cyber Band,Não Informada,1,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cyber-band,desconhecido
,Não Informada,,,https://www.cifras.com.br/crystavox,USA
Crystal Stilts,Não Informada,3,"https://www.letras.com.br/arquivos/fotos/artistas/thumb1/827/82671,196954.jpg",https://www.cifras.com.br/crystal-stilts,desconhecido
